Class,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PercentAmplitude,PeriodLS
lpv,0.024,0.816289,4,0.340426,0.0035,-3.4e-05,0.48409399999999997,15.002032,0.00086,0.009000000000000001,0.393617,0.002366,36.587512
cep,0.252,0.0,1,0.47,-0.08900000000000001,-2e-06,0.42729300000000003,17.088047,0.009636,0.1515,0.186667,0.018206,0.8707440000000001
lpv,0.12300000000000001,0.0024519999999999998,4,0.39823000000000003,-0.044000000000000004,-0.00010700000000000001,0.24564499999999997,12.518487,0.005703,0.063,0.221239,0.013419,63.246003
ecl,0.193,0.0,1,0.16388,0.23,-8e-06,0.515409,19.046672,0.004893,0.043,0.719064,0.02427,1.6023610000000001
rrlyr,0.4135,0.0,1,0.386667,-0.37200000000000005,5.1e-05,5.6574919999999995,16.0761,0.014922,0.156,0.24,0.03846,0.448193
lpv,0.028999999999999998,0.209902,4,0.336667,-0.0025,1.1e-05,0.035988,15.109663000000001,0.0009699999999999999,0.01,0.37666700000000003,0.002581,0.997956
lpv,0.0205,0.222606,6,0.345455,-0.003,2.8000000000000003e-05,0.117165,12.669509,0.0008230000000000001,0.0075,0.309091,0.001973,297.22864
rrlyr,0.11199999999999999,0.0,1,0.38,-0.043,1.4999999999999999e-05,3.9337470000000003,16.25724,0.003865,0.0475,0.27,0.009128,0.5448850000000001
lpv,0.017,0.013725,8,0.35,-0.0035,0.0,0.722022,15.35626,0.000594,0.006999999999999999,0.38,0.001823,14.119114000000001
rrlyr,0.3835,0.042013,1,0.328947,-0.02,-0.000133,2.851524,19.207684,0.011965,0.2005,0.25,0.022639,0.494363
lpv,0.0885,0.0,8,0.282353,0.09300000000000001,-1.3000000000000001e-05,0.38119400000000003,12.1,0.004236,0.016,0.576471,0.011339,665.974935
ecl,0.092,0.0,1,0.118644,0.139,9e-06,5.083089,17.826332,0.002886,0.023,0.8508469999999999,0.021942,5.755557
lpv,0.02475,0.051298,4,0.365385,-0.004,-4.8e-05,0.071337,12.220903999999999,0.001141,0.0095,0.288462,0.002455,0.49909899999999996
lpv,0.013000000000000001,0.092308,1,0.322917,0.002,8e-06,0.026066000000000002,13.094854,0.000534,0.0045,0.322917,0.001336,8.349210000000001
lpv,0.02,0.001149,3,0.31,0.005,-1.2e-05,1.269841,14.598507000000001,0.000688,0.006999999999999999,0.406667,0.002055,2765.81156
lpv,0.14800000000000002,0.069996,7,0.346667,-0.02,-3.3e-05,0.364166,13.362720000000001,0.005801,0.0555,0.323333,0.015605,78.917174
ecl,0.0925,0.0,1,0.37666700000000003,0.027000000000000003,1.6e-05,0.103051,17.313177,0.0032840000000000005,0.0475,0.23333299999999998,0.007483,0.22513699999999998
lpv,0.0545,2.7000000000000002e-05,7,0.302703,-0.0255,-0.000121,0.533333,13.108303,0.0020399999999999997,0.015,0.416216,0.0061,2675.95878
lpv,0.0195,0.016409,4,0.324675,0.0105,8.7e-05,0.319585,14.816766000000001,0.000729,0.006999999999999999,0.428571,0.0026320000000000002,0.9686309999999999
lpv,0.076,0.07177,5,0.323333,0.006999999999999999,-1.3000000000000001e-05,0.181818,13.867757000000001,0.002706,0.026000000000000002,0.366667,0.006815000000000001,123.43725400000001
ecl,0.039,0.0,3,0.097315,0.064,1.4000000000000001e-05,2.512563,15.643725,0.0011359999999999999,0.006,0.8154359999999999,0.006522,1.66878
lpv,0.0245,0.000156,3,0.29,0.008,-3e-06,0.369413,13.458737,0.0009019999999999999,0.0075,0.5,0.003121,27.731109000000004
lpv,0.0325,0.002182,4,0.363095,-0.008,-3e-06,0.155022,15.329167000000002,0.0012439999999999999,0.015,0.30952399999999997,0.0035549999999999996,17.913235
lpv,0.013000000000000001,0.035693,2,0.31,-0.002,-4e-06,0.103453,13.977182999999998,0.000496,0.005,0.49,0.0016460000000000001,1252.323189
ecl,0.098,0.0,1,0.077181,0.1725,4e-06,0.666263,17.368342000000002,0.002914,0.013000000000000001,0.8892620000000001,0.019358,0.934688
lpv,0.165,0.0,6,0.33,0.1165,-5.5e-05,0.22031799999999999,13.705967000000001,0.0065060000000000005,0.0605,0.366667,0.01739,61.197024
lpv,0.3845,0.0,18,0.313333,0.462,0.00034500000000000004,10.030395,14.45485,0.015378,0.1325,0.386667,0.054216999999999994,180.157296
lpv,0.022000000000000002,0.608675,3,0.31,-0.001,1.2e-05,0.332471,13.814997,0.0008119999999999999,0.008,0.426667,0.0026780000000000003,402.872077
lpv,0.0135,0.190032,3,0.328467,0.0035,2.7000000000000002e-05,0.13985999999999998,15.309714999999999,0.0005059999999999999,0.005,0.45255500000000004,0.001633,222.592062
lpv,0.02825,0.014475,4,0.243243,0.0055,1.4000000000000001e-05,0.239808,14.954514000000001,0.0008789999999999999,0.0085,0.459459,0.002975,40.474036
lpv,0.02,0.026501999999999998,2,0.303333,0.0055,-3e-06,0.034960000000000005,15.621617,0.000625,0.006,0.446667,0.002113,2.098245
lpv,0.0515,0.030851,3,0.333333,0.017,-2.5e-05,0.45627399999999996,13.928243,0.001808,0.0145,0.46,0.005493,1.000419
lpv,0.081,3.2e-05,3,0.28571399999999997,0.07,-1.2e-05,0.011962,13.785910999999999,0.002973,0.022000000000000002,0.553571,0.011321,370.146616
lpv,0.00875,0.066005,3,0.358696,0.001,5e-06,0.10026399999999999,13.228359,0.000367,0.003,0.41847799999999996,0.000983,0.098113
ecl,0.1295,0.0,1,0.2,0.1145,7.000000000000001e-06,0.252117,18.369897,0.003182,0.0275,0.61,0.012554000000000001,0.681804
ecl,0.2475,0.0,1,0.21,0.1885,2.1e-05,1.7671919999999999,19.265553,0.006174,0.0585,0.743333,0.030757999999999997,0.964209
lpv,0.0215,0.046973,2,0.313333,-0.008,1e-06,0.269421,15.203892999999999,0.000731,0.0075,0.37,0.002236,19.12906
lpv,0.0915,0.0061070000000000004,3,0.33,0.022000000000000002,1e-06,1.289609,13.48875,0.0035329999999999997,0.032,0.336667,0.008307,32.057727
lpv,0.028999999999999998,0.17241099999999998,3,0.346667,-0.0005,1e-06,0.36840900000000004,13.523037,0.001103,0.0115,0.38,0.003587,1088.3302720000002
lpv,0.013000000000000001,0.312775,1,0.313333,0.0,-6e-06,0.211353,14.363457,0.00045599999999999997,0.005,0.39,0.001392,7.500278
lpv,0.0335,0.016661000000000002,4,0.286667,0.008,1.6e-05,0.5740529999999999,13.346223,0.00128,0.011000000000000001,0.523333,0.004346,179.880879
lpv,0.0295,0.351365,2,0.31,-0.008,-7.000000000000001e-06,3.006329,13.181973000000001,0.001119,0.01,0.423333,0.003489,0.99713
lpv,0.132,0.002006,5,0.36,0.015,-4e-05,0.097345,13.827717000000002,0.004911,0.0505,0.296667,0.010961,577.583576
cep,0.2905,0.0,1,0.436667,-0.14400000000000002,5e-06,2.21519,16.781433,0.01043,0.129,0.196667,0.023887000000000002,1.5667659999999999
NonVar,0.0255,0.307852,1,0.33,0.0025,8e-06,1.846286,16.7635,0.000732,0.008,0.396667,0.002088,0.993865
lpv,0.05175,0.057919000000000005,4,0.384615,0.008,-1.3000000000000001e-05,0.635324,12.836333,0.002248,0.0195,0.320513,0.00448,1.024577
ecl,0.415,0.0,1,0.23333299999999998,0.581,-4.5e-05,2.243662,17.886303,0.013845,0.0935,0.52,0.046456,0.374291
lpv,0.02875,0.030172000000000004,4,0.28571399999999997,-0.013999999999999999,-5.2000000000000004e-05,0.461255,13.273333,0.0010869999999999999,0.009000000000000001,0.571429,0.003616,222.377975
lpv,0.03025,0.622088,3,0.307692,0.006,-3.2e-05,0.020847,13.461364999999999,0.001153,0.01,0.384615,0.003268,456.73742999999996
lpv,0.0365,0.141951,3,0.296667,0.001,-2e-06,0.044903,14.960273,0.001166,0.011000000000000001,0.43333299999999997,0.0033420000000000004,31.570866
ecl,0.41200000000000003,0.0,1,0.077703,0.742,2.6000000000000002e-05,8.594816,19.206659,0.0095,0.057,0.847973,0.059465,3.2403060000000004
lpv,0.08199999999999999,0.118349,2,0.392523,0.006999999999999999,-1e-05,0.023214,13.995879,0.003317,0.037000000000000005,0.299065,0.008503,33.246675
lpv,0.0215,0.011522,2,0.276667,0.003,6e-06,0.232019,13.359253,0.00081,0.006,0.546667,0.003518,14.842654999999999
ecl,0.0995,0.0,4,0.166667,0.131,-0.000762,4.380242,16.241723,0.003075,0.027000000000000003,0.456667,0.012447,0.32722199999999996
cep,0.1915,0.0,1,0.41,-0.076,-1.4000000000000001e-05,0.43562,15.523743,0.007593000000000001,0.0995,0.20666700000000002,0.015799,3.346579
lpv,0.054000000000000006,0.14086700000000002,2,0.341667,0.006,1.4000000000000001e-05,0.032927,13.146007999999998,0.002311,0.023,0.333333,0.006086,366.486285
lpv,0.03,0.062438,4,0.303333,0.0095,-2e-06,0.175649,13.29183,0.001174,0.012,0.416667,0.00474,0.997755
lpv,0.046,0.158588,6,0.34,0.005,-1.2e-05,0.02905,15.180973000000002,0.001519,0.0155,0.323333,0.003689,42.029447999999995
lpv,0.147,0.000272,12,0.409938,0.061,-7.2e-05,0.752149,15.309595999999999,0.0052179999999999995,0.069,0.32919299999999996,0.012157,80.340887
rrlyr,0.205,0.020673,1,0.325203,0.0015,-7.000000000000001e-06,0.16403800000000002,17.781927,0.006465,0.08900000000000001,0.268293,0.015983,0.582591
ecl,0.168,0.0,3,0.196667,0.2255,7.6e-05,9.567617,17.358133,0.005182,0.032,0.5966670000000001,0.017490000000000002,0.35482800000000003
lpv,0.02975,0.025845999999999997,3,0.26213600000000004,0.006999999999999999,-3.2e-05,0.041609,14.090456,0.00095,0.008,0.485437,0.002839,44.001754999999996
lpv,0.20800000000000002,0.0,12,0.276667,0.16399999999999998,-3e-06,0.018147999999999997,14.861692999999999,0.006612000000000001,0.051,0.46,0.020533000000000003,285.885651
lpv,0.0175,0.15725799999999998,2,0.328859,-0.004,-6e-06,0.399113,13.882765,0.000687,0.006999999999999999,0.315436,0.002089,11.436231
lpv,0.0185,0.010688,2,0.293333,0.0,-8e-06,0.310209,14.600647,0.000715,0.006999999999999999,0.473333,0.0028079999999999997,1618.9279080000001
lpv,0.1025,0.015463,3,0.37,-0.01,-2.7000000000000002e-05,0.296736,13.471276999999999,0.0036439999999999997,0.035,0.37666700000000003,0.010093000000000001,28.426988
lpv,0.011000000000000001,0.001235,4,0.26,-0.004,-0.00035099999999999997,2.6376150000000003,13.695907,0.000392,0.004,0.49333299999999997,0.00146,8.815954
lpv,0.0145,0.246479,1,0.3,0.002,4e-06,0.33936700000000003,13.573260000000001,0.000542,0.005,0.46,0.001768,61.913563
lpv,0.0435,0.104171,2,0.336634,0.004,-1.6e-05,0.052034000000000004,13.92995,0.0017289999999999999,0.018000000000000002,0.346535,0.004379,16.086963
lpv,0.02875,0.023277000000000003,1,0.25,0.0095,1.1e-05,0.02159,13.7745,0.001065,0.0085,0.44444399999999995,0.00265,0.422932
lpv,0.075,0.040938,5,0.31666700000000003,-0.03,-2e-05,0.18523399999999998,14.357873000000001,0.002583,0.024,0.406667,0.007347,721.97947
lpv,0.019,0.280981,2,0.31,-0.003,1.2e-05,0.020519,12.4939,0.000719,0.005,0.44,0.001761,22.007322
rrlyr,0.135,0.0,1,0.463333,0.047,-1.4000000000000001e-05,1.8292680000000001,14.779957000000001,0.006069,0.084,0.17666700000000002,0.011677,0.756656
lpv,0.0155,0.014302,1,0.331104,0.002,-1.3000000000000001e-05,0.406504,15.543676000000001,0.000526,0.005,0.545151,0.001866,0.996833
lpv,0.017,0.00044400000000000006,6,0.266667,0.004,3.9e-05,0.280617,15.071773,0.00055,0.0045,0.576667,0.0022559999999999998,33.735986
lpv,0.1215,3e-06,7,0.37666700000000003,-0.01,-7.099999999999999e-05,0.41427700000000006,13.047773,0.005204,0.0565,0.243333,0.013297,304.79472000000004
lpv,0.099,0.000509,6,0.303333,0.035,-2.5e-05,0.43493999999999994,13.41991,0.00394,0.035,0.416667,0.013680000000000001,1242.812537
lpv,0.01475,0.21775999999999998,2,0.38835,0.0025,1.4999999999999999e-05,0.07619,14.732388,0.000556,0.005,0.330097,0.0012900000000000001,1.002119
lpv,0.142,0.097367,4,0.383929,0.032,-9.2e-05,0.025516999999999998,14.286392999999999,0.0050810000000000004,0.0535,0.33928600000000003,0.01275,64.858223
lpv,0.0185,0.06675199999999999,2,0.363333,-0.002,4e-06,0.011685,15.260629999999999,0.00063,0.006999999999999999,0.39,0.001835,15.494910999999998
lpv,0.0145,0.034974,4,0.40425500000000003,0.0045,-9.2e-05,0.007768000000000001,14.548043,0.000596,0.005,0.276596,0.0015119999999999999,0.98245
lpv,0.7915,0.0,10,0.36,0.40399999999999997,-6.8e-05,0.06060599999999999,14.142076999999999,0.032902999999999995,0.332,0.23333299999999998,0.07403799999999999,313.597348
lpv,0.026000000000000002,0.029122000000000002,2,0.363636,0.017,0.000177,0.014658000000000001,12.499667,0.001245,0.011000000000000001,0.363636,0.002881,25.094438
lpv,0.0995,1.4000000000000001e-05,20,0.31395300000000004,0.0275,-0.000236,0.173453,14.731279,0.003826,0.0425,0.267442,0.008118,495.81280999999996
lpv,0.015,0.581132,3,0.35,0.001,-1.2e-05,0.088183,14.367170000000002,0.000609,0.0065,0.36,0.0018789999999999998,240.489393
NonVar,0.0285,0.011169,1,0.293333,0.0105,2e-06,2.9931970000000003,16.12769,0.000843,0.0085,0.49,0.0031940000000000002,0.9914729999999999
rrlyr,0.07775,0.622898,1,0.324324,0.004,-8.499999999999999e-05,0.279469,17.464757000000002,0.002393,0.032,0.364865,0.006128,0.407611
lpv,0.013999999999999999,0.256236,1,0.314381,0.0005,-5e-06,0.268577,14.018973,0.00053,0.005,0.48495,0.0017829999999999999,0.995964
lpv,0.02325,0.001009,1,0.3,0.0135,6e-06,0.020622,13.197617999999999,0.00098,0.009000000000000001,0.4,0.0031829999999999996,1.0700040000000002
lpv,0.04,0.199256,3,0.36,0.008,-6.6e-05,0.030779,13.095080000000001,0.001594,0.013999999999999999,0.37,0.003437,0.998137
lpv,0.142,0.186722,5,0.29,0.017,4.8e-05,0.33936700000000003,13.529257000000001,0.005474000000000001,0.048,0.513333,0.022541,0.9796889999999999
lpv,0.021,0.00040300000000000004,2,0.313333,0.0115,-7.000000000000001e-06,0.151469,15.099110000000001,0.000709,0.006999999999999999,0.49,0.002384,1.0002280000000001
lpv,0.03475,0.414571,2,0.330275,-0.0045,-9e-06,0.015677,13.86255,0.0013039999999999998,0.013000000000000001,0.43119300000000005,0.004183,147.11744199999998
lpv,0.0175,0.594353,1,0.296667,-0.0005,-4e-06,0.261506,14.366607,0.000614,0.006,0.453333,0.0018789999999999998,269.8569
lpv,0.036000000000000004,0.017424000000000002,3,0.303333,0.0115,-4e-06,0.422195,13.949253,0.0012460000000000001,0.011000000000000001,0.43333299999999997,0.0038,578.2720469999999
lpv,0.019,0.06970599999999999,5,0.296667,0.004,3e-06,0.21052600000000002,13.841163,0.0006259999999999999,0.006,0.43,0.0019510000000000003,791.668311
rrlyr,0.2795,0.794674,1,0.362319,-0.03,-0.000317,0.415818,18.663797,0.007887,0.11199999999999999,0.318841,0.017572,0.639008
rrlyr,0.456,0.0,1,0.473333,-0.316,0.0,64.048338,18.980636999999998,0.013687999999999999,0.18600000000000003,0.253333,0.034148000000000005,0.45296099999999995
lpv,0.015,0.36403800000000003,1,0.3,0.0005,0.0,0.11534000000000001,15.040393,0.000515,0.005,0.446667,0.001596,1.027216
lpv,0.027000000000000003,0.274545,2,0.35,0.0,-4e-06,0.015281,14.571473000000001,0.000967,0.01,0.383333,0.002882,0.999315
lpv,0.0705,0.051566999999999995,4,0.31666700000000003,-0.01,-9e-06,0.082129,13.40831,0.002554,0.0225,0.48,0.008203,39.456431
lpv,0.1145,0.0,48,0.20333299999999999,-0.16699999999999998,-0.003181,4.492754,14.1981,0.00525,0.025,0.586667,0.014544,473.98355999999995
lpv,0.034,0.002785,2,0.264957,-0.013999999999999999,1e-06,0.022706999999999998,13.818615,0.0012230000000000001,0.01,0.512821,0.005644,0.9935790000000001
ecl,0.4755,0.0,1,0.173913,0.767,-3.3e-05,0.9570350000000001,18.834457999999998,0.011927,0.061,0.745819,0.055147,4.766125
lpv,0.0665,0.32264499999999996,3,0.353333,-0.006,-1.4999999999999999e-05,0.645729,13.499567,0.002531,0.024,0.443333,0.009223,28.082136
ecl,0.161,0.0,4,0.23,0.2,0.001017,8.146822,16.463153,0.005602,0.0495,0.396667,0.018900999999999998,0.271198
lpv,0.0555,0.090052,14,0.316872,0.0045,-2.1e-05,2.8050490000000003,14.789469,0.001827,0.017,0.465021,0.005612,1.002884
ecl,0.0315,0.0,3,0.23333299999999998,0.0285,0.001342,7.149404,16.695463,0.001093,0.008,0.706667,0.0048530000000000005,0.485554
ecl,0.318,0.0,1,0.10472999999999999,0.534,6e-06,6.979353999999999,18.092878,0.007801000000000001,0.0305,0.8716219999999999,0.048273,0.9675159999999999
lpv,0.0465,0.000454,4,0.323333,-0.016,-2.6000000000000002e-05,1.227496,13.58066,0.0017640000000000002,0.0145,0.403333,0.004307,21.839132
lpv,0.2055,0.002725,8,0.253659,0.128,1.9e-05,0.182908,13.694239000000001,0.007304000000000001,0.064,0.458537,0.027620999999999996,235.203298
lpv,0.023,0.023752000000000002,2,0.323333,-0.0035,-8e-06,0.223124,15.019526999999998,0.000816,0.0075,0.623333,0.0036950000000000004,148.697121
lpv,0.02875,0.014093000000000001,1,0.275862,0.026000000000000002,2.5e-05,0.018393,13.034828,0.001273,0.01,0.344828,0.0033,0.772896
lpv,0.1105,0.11215699999999999,7,0.303867,-0.0135,7.4e-05,0.441826,13.760214999999999,0.003989,0.035,0.348066,0.009152,76.455965
lpv,0.0205,0.004157,19,0.283333,0.0055,-1.4000000000000001e-05,0.675676,13.753967000000001,0.000729,0.006,0.446667,0.0021809999999999998,1432.94976
lpv,0.0645,0.000611,4,0.31666700000000003,0.008,-3e-06,0.073692,13.999597,0.0023420000000000003,0.02,0.51,0.007215999999999999,452.11502699999994
lpv,0.081,0.001987,3,0.283333,0.001,-2.1e-05,0.554288,14.381027,0.002669,0.021,0.516667,0.008343000000000001,26.704014
lpv,0.0165,0.159402,1,0.297659,0.003,8e-06,1.3431540000000002,15.553829,0.00055,0.006,0.46822700000000006,0.0021219999999999998,18.203982999999997
rrlyr,0.195,3.5e-05,1,0.356667,0.075,-1e-06,0.18461,18.705097,0.005745,0.086,0.33,0.019392,0.663204
cep,0.3075,0.0,1,0.436667,-0.16899999999999998,2.7000000000000002e-05,1.159115,16.500999999999998,0.010920000000000001,0.1405,0.18,0.025675,1.590112
lpv,0.0235,0.23536300000000002,2,0.27,-0.011000000000000001,-2e-06,0.017312,13.83106,0.0008089999999999999,0.008,0.38,0.0024579999999999997,15.717919
lpv,0.017,4.7e-05,9,0.29097,-0.0105,-5.6000000000000006e-05,0.29451700000000003,14.735742000000002,0.000553,0.005,0.44147200000000003,0.001968,2052.06336
rrlyr,0.3815,0.0,1,0.42,-0.231,-4e-06,23.065364000000002,19.019537,0.011465000000000001,0.152,0.293333,0.030677999999999997,0.512922
lpv,0.025,0.311717,3,0.31666700000000003,-0.002,8e-06,0.027105,14.97445,0.000822,0.008,0.416667,0.002337,23.215193
lpv,0.0695,0.0009109999999999999,3,0.3,-0.026000000000000002,-1.3000000000000001e-05,0.31545700000000004,13.743986999999999,0.002291,0.019,0.47,0.006983,26.098857000000002
lpv,0.040999999999999995,0.315388,3,0.303333,0.0005,-9e-06,0.022940000000000002,14.5677,0.0012980000000000001,0.012,0.436667,0.003467,31.649767999999998
lpv,0.0285,0.029368000000000002,11,0.296667,0.0065,3.8e-05,0.259948,14.933342999999999,0.0008990000000000001,0.008,0.466667,0.002411,25.177979999999998
ecl,0.203,0.0,1,0.173333,0.217,-1e-06,0.30745,18.766779999999997,0.005141,0.0395,0.65,0.021422,1.1008790000000002
lpv,0.03925,0.044784,2,0.26519299999999996,-0.0025,7.000000000000001e-06,0.023602,13.347701999999998,0.00141,0.011000000000000001,0.453039,0.003821,20.902676
lpv,0.0135,0.012624,1,0.283333,0.004,-3e-06,1.587302,14.451137,0.000478,0.004,0.513333,0.00173,829.839012
lpv,0.0245,0.005945000000000001,15,0.31,-0.008,-2.1e-05,0.207612,13.76655,0.000989,0.009000000000000001,0.44,0.0030510000000000003,0.9997229999999999
ecl,0.344,0.0,1,0.20134200000000002,0.264,1.8e-05,16.239612,19.96197,0.008167,0.091,0.560403,0.035936,0.334327
lpv,0.1145,0.0,8,0.25666700000000003,0.107,-1.6e-05,0.16375499999999998,13.113673,0.004123,0.021,0.573333,0.015912,321.639727
lpv,0.031,0.720647,2,0.317726,0.002,1e-06,0.33213400000000004,13.048669,0.001169,0.011000000000000001,0.391304,0.003372,16.024159
lpv,0.0195,0.40225900000000003,1,0.364865,0.0,-5e-06,0.009877,13.700270000000002,0.000769,0.006999999999999999,0.391892,0.002007,0.671285
lpv,0.0225,0.008198,1,0.273333,0.003,-5e-06,0.031917,15.076670000000002,0.000729,0.006999999999999999,0.546667,0.00325,1918.7403399999998
ecl,0.025,0.0,7,0.34,-0.013999999999999999,0.000874,2.667893,16.157543,0.000789,0.008,0.406667,0.0023510000000000002,2.0983419999999997
lpv,0.122,0.0,25,0.3,0.085,2.8000000000000003e-05,0.032300999999999996,14.600173000000002,0.004423,0.040999999999999995,0.32,0.013022,572.956986
lpv,0.09699999999999999,0.621554,4,0.313333,-0.012,-5e-06,1.188525,13.46918,0.0036710000000000002,0.0365,0.43,0.011766,28.986621000000003
lpv,0.0165,0.341871,2,0.32,-0.001,-4e-06,0.38200300000000004,13.73768,0.0006230000000000001,0.006,0.46,0.002257,10.447928
ecl,0.136,0.0,3,0.413333,0.06,0.000293,7.565217,16.492427,0.005175,0.07400000000000001,0.163333,0.011928,0.18235099999999999
NonVar,0.0185,0.090044,1,0.314381,-0.001,-1.4000000000000001e-05,1.5798459999999999,15.523943,0.0006,0.006,0.535117,0.002061,0.087101
lpv,0.0185,0.187298,4,0.303333,0.001,-7.000000000000001e-06,0.158961,12.968783,0.000735,0.006999999999999999,0.49,0.0031609999999999997,948.6530560000001
lpv,0.222,2e-05,12,0.243333,0.045,-1.1e-05,0.291121,13.406123000000001,0.0073950000000000005,0.061,0.423333,0.019254,794.2126360000001
lpv,0.01275,0.574666,4,0.277174,0.001,-1.3000000000000001e-05,0.342466,13.255223,0.000513,0.005,0.36956500000000003,0.001509,205.842983
lpv,0.11825,0.6158939999999999,2,0.31858400000000003,-0.002,0.0,0.027087,15.12631,0.0039770000000000005,0.039,0.309735,0.009651,51.668264
lpv,0.1405,0.057576999999999996,5,0.375,0.025,0.00022,0.02572,13.827917000000001,0.005785,0.0535,0.25,0.011899,1196.92719
lpv,0.013999999999999999,0.10445,3,0.313333,0.004,-9e-06,0.17135899999999998,13.460632999999998,0.000552,0.005,0.47,0.002006,2957.85614
lpv,0.0235,0.339487,3,0.31914899999999996,-0.0155,0.000151,0.014553,14.921702,0.00082,0.008,0.42553199999999997,0.002479,0.48773
lpv,0.0205,0.48566099999999995,2,0.318182,0.003,2.5e-05,0.096846,14.393670000000002,0.000727,0.006999999999999999,0.397727,0.00198,532.63668
rrlyr,0.4115,3e-06,1,0.386667,-0.132,-2e-06,0.424332,18.924493,0.011322,0.155,0.343333,0.029796,0.519829
lpv,0.027999999999999997,0.607273,2,0.318182,0.013000000000000001,-1.3000000000000001e-05,0.032913,13.929326999999999,0.001032,0.0085,0.372727,0.002908,18.240998
lpv,0.0165,0.0068980000000000005,1,0.31,0.0045,1e-06,0.012067,15.115967000000001,0.000573,0.006,0.563333,0.002646,13.326545999999999
rrlyr,0.1825,0.0,1,0.366667,0.092,1e-06,1.264785,16.095013,0.007157999999999999,0.0895,0.196667,0.014715,0.787607
lpv,0.016,0.095925,2,0.293333,0.002,-7.000000000000001e-06,0.224215,13.660877,0.000603,0.0055,0.5,0.002782,503.669128
lpv,0.01175,0.23894,1,0.36036,-0.006,0.0,0.018053,13.943332999999999,0.0004969999999999999,0.005,0.342342,0.001291,0.170297
lpv,0.18899999999999997,0.0018210000000000001,16,0.397959,0.129,-0.000516,0.130233,11.864929,0.008662000000000001,0.08199999999999999,0.346939,0.022378,887.89796
lpv,0.03175,0.151006,4,0.296296,0.004,2.2e-05,0.077399,13.48528,0.001101,0.009000000000000001,0.45502600000000004,0.002966,41.203334000000005
lpv,0.0645,0.103521,5,0.39047600000000005,-0.016,0.00011999999999999999,0.055478999999999994,12.928105,0.0028280000000000002,0.027000000000000003,0.266667,0.00642,528.0210599999999
lpv,0.0215,0.016793000000000002,5,0.313253,0.004,2.7000000000000002e-05,0.13591199999999998,15.285898000000001,0.000775,0.0095,0.36746999999999996,0.00229,28.881083
lpv,0.08900000000000001,0.005903,4,0.276596,-0.053,2.1e-05,0.11228199999999999,11.970222999999999,0.003967,0.0285,0.361702,0.010937,65.11460100000001
lpv,0.028999999999999998,0.168579,4,0.286667,-0.0015,-2.4e-05,0.035671,15.22215,0.000938,0.009000000000000001,0.486667,0.003285,1373.804028
cep,0.1725,0.0,1,0.41,0.04,-1e-05,0.309919,14.729457,0.0075379999999999996,0.095,0.2,0.013793000000000001,5.340472
lpv,0.075,0.012869,12,0.24630500000000002,-0.009000000000000001,9.8e-05,1.474201,14.056526999999999,0.00246,0.021,0.44335,0.00633,228.35935800000001
lpv,0.01175,0.047823000000000004,1,0.31506799999999996,0.0005,-1e-05,0.008454999999999999,12.792041000000001,0.00045700000000000005,0.003,0.39726,0.001094,9.996389
lpv,0.0185,0.248452,1,0.31,0.001,-7.000000000000001e-06,0.47418299999999997,15.80841,0.000589,0.006,0.38,0.0017079999999999999,0.9993620000000001
lpv,0.0195,0.167274,4,0.293333,-0.004,-9e-06,0.8064520000000001,15.338926999999998,0.000665,0.006,0.43,0.0022170000000000002,1228.947154
ecl,0.187,0.005837,1,0.28,0.0855,6.500000000000001e-05,0.23038899999999998,18.913723,0.004973,0.062,0.486667,0.018563999999999997,3.194256
lpv,0.024,0.441875,6,0.304348,-0.003,5e-06,0.506532,15.408448000000002,0.0007599999999999999,0.008,0.434783,0.002077,0.998749
lpv,0.0135,0.63337,2,0.272059,0.003,3.9e-05,2.436054,14.177397000000001,0.00047599999999999997,0.005,0.404412,0.001411,22.849454
lpv,0.05425,0.002629,7,0.34574499999999997,-0.004,-1.4999999999999999e-05,0.18726600000000002,13.538823999999998,0.002105,0.015,0.49468100000000004,0.0062770000000000005,559.212456
lpv,0.0225,0.105066,2,0.303333,0.008,1e-06,0.585937,14.561202999999999,0.0007559999999999999,0.006999999999999999,0.543333,0.0029530000000000003,1161.547404
lpv,0.013999999999999999,0.20494400000000002,2,0.326667,0.001,-5e-06,0.224115,13.39259,0.00054,0.005,0.453333,0.002016,450.018253
cep,0.142,0.0,1,0.47,-0.02,-1.2e-05,0.269542,15.353852999999999,0.00613,0.08800000000000001,0.2,0.01084,2.71725
lpv,0.026000000000000002,0.146263,2,0.304762,0.001,-2.6000000000000002e-05,0.011892,14.014532999999998,0.000936,0.006999999999999999,0.44761899999999993,0.002569,1005.3004800000001
lpv,0.098,0.000425,3,0.256757,-0.006999999999999999,3.6e-05,0.029526999999999998,12.871811,0.003454,0.022000000000000002,0.486486,0.009403,44.485896000000004
rrlyr,0.021,0.485501,1,0.313333,-0.005,-1e-06,0.752545,16.553613000000002,0.0006889999999999999,0.008,0.426667,0.002114,0.562718
ecl,0.292,0.0,1,0.19397999999999999,0.289,4.9e-05,0.39561599999999997,18.725151,0.007481,0.067,0.58194,0.033221,3.027082
lpv,0.0825,0.010545,4,0.378641,-0.0015,2e-06,0.140987,13.022146000000001,0.003682,0.040999999999999995,0.213592,0.007142,50.596187
