Class,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PercentAmplitude,PeriodLS
lpv,0.085,0.0,10,0.346667,0.07400000000000001,-0.000172,0.0407,13.87224,0.003478,0.0325,0.406667,0.00952,101.996673
lpv,0.1655,0.0,39,0.413333,0.006,-6.6e-05,0.033524,14.79555,0.006997,0.0905,0.263333,0.012941,1000.880134
lpv,0.125,0.0009140000000000001,11,0.37666700000000003,0.018000000000000002,5.7999999999999994e-05,0.012085,14.205182999999998,0.004881,0.055999999999999994,0.306667,0.011654000000000001,0.997634
lpv,0.16899999999999998,0.003407,21,0.343333,0.035,-1.7e-05,0.132758,13.547747,0.006664,0.07200000000000001,0.323333,0.01529,548.191144
rrlyr,0.3335,3e-06,1,0.418367,-0.212,-2.6000000000000002e-05,0.924167,15.484439000000002,0.013153999999999999,0.1355,0.29591799999999996,0.029455000000000002,0.614841
rrlyr,0.1915,0.000121,1,0.384,0.0405,2.8999999999999997e-05,0.216306,16.404248000000003,0.00747,0.105,0.192,0.015,0.77308
lpv,0.555,0.0,61,0.393333,0.5,-0.0006580000000000001,0.098135,14.794957,0.025263,0.22899999999999998,0.20666700000000002,0.05646,2830.47882
lpv,0.0225,0.031370999999999996,2,0.31,-0.01,-4e-06,0.048912,13.724673000000001,0.0008289999999999999,0.008,0.476667,0.002696,2110.27807
lpv,0.8115,0.002885,8,0.53125,0.191,-0.016436000000000003,0.040847,12.558219,0.043821,0.562,0.15625,0.077839,169.38759
lpv,0.0175,0.003593,2,0.312757,0.0055,-7.000000000000001e-06,0.15608699999999998,13.460206,0.000686,0.006,0.386831,0.0019320000000000001,13.772263
lpv,0.017,0.002131,6,0.276667,-0.002,1.2e-05,0.407114,15.076347,0.000584,0.005,0.603333,0.002653,33.145306
lpv,0.02,0.642782,1,0.3,0.0035,-5e-06,0.9195399999999999,15.523793,0.000679,0.006999999999999999,0.473333,0.0023190000000000003,0.996092
lpv,0.0185,0.243329,1,0.3,-0.0015,-1e-06,0.183824,13.450239999999999,0.000664,0.006,0.536667,0.003048,1214.520497
lpv,0.027999999999999997,0.16426,3,0.371429,0.0005,-5.4000000000000005e-05,0.011903,12.279333,0.0013210000000000001,0.012,0.314286,0.003339,925.6886400000001
lpv,0.0625,0.929426,3,0.33452,0.008,-2.2e-05,0.309552,14.042758,0.002309,0.022000000000000002,0.405694,0.006693999999999999,521.466957
lpv,0.0335,0.108544,2,0.293333,0.0015,-7.000000000000001e-06,0.325203,13.20231,0.001274,0.011000000000000001,0.44,0.003863,455.83358
lpv,0.059000000000000004,0.005002,4,0.333333,0.0235,1.1e-05,0.685495,14.58908,0.002052,0.021,0.41,0.006307,175.462976
rrlyr,0.28275,0.003327,1,0.378641,-0.11800000000000001,-0.00018700000000000002,0.425958,16.716728,0.009695,0.111,0.252427,0.021265,0.657416
lpv,0.03575,0.037918,1,0.241071,0.008,8e-06,0.050032,12.852464,0.00143,0.01,0.607143,0.007237,0.499375
lpv,0.23425,0.07148600000000001,4,0.292035,-0.07200000000000001,4e-05,0.02568,13.615584,0.008716,0.084,0.327434,0.024719,551.610054
ecl,0.5445,0.0,1,0.23666700000000002,0.40700000000000003,2.4e-05,0.7179369999999999,20.058692999999998,0.012155,0.146,0.456667,0.041874,0.792391
lpv,0.01925,0.6101810000000001,3,0.310811,-0.0005,-2.7000000000000002e-05,0.037018,14.73225,0.0007070000000000001,0.0075,0.358108,0.0017649999999999999,48.469035
rrlyr,0.2075,0.000161,1,0.33,0.057999999999999996,1.2e-05,0.293687,19.179437,0.006123,0.08900000000000001,0.37333299999999997,0.022330000000000003,0.356664
cep,0.1335,0.0,1,0.456667,-0.006999999999999999,-3.3e-05,0.965665,15.051727,0.006039,0.085,0.143333,0.009997,2.453948
lpv,0.139,2e-06,17,0.43333299999999997,0.04,-1.8e-05,0.976909,13.976170000000002,0.005511,0.0635,0.276667,0.014242,948.4071349999999
lpv,0.0335,0.375506,2,0.3,-0.001,-4e-06,0.8532420000000001,14.010082999999998,0.001232,0.011000000000000001,0.49333299999999997,0.004211,19.125284
lpv,0.047,0.20522100000000001,2,0.340206,-0.0075,-1.9e-05,0.287853,13.220742000000001,0.001984,0.02,0.329897,0.004386,22.233868
lpv,0.1075,0.0068709999999999995,6,0.25666700000000003,0.0025,-2.9999999999999997e-05,0.019521,14.641637,0.0036060000000000003,0.03,0.51,0.010860999999999999,255.39530200000002
lpv,0.11800000000000001,0.043137,6,0.348315,0.024,-0.00026000000000000003,0.022956999999999998,12.727472,0.005169,0.051,0.303371,0.011317,1.001139
lpv,0.07400000000000001,0.00023799999999999998,4,0.346667,-0.019,2.8999999999999997e-05,5.555556,13.440367000000002,0.003092,0.028999999999999998,0.343333,0.007437,29.920171000000003
ecl,0.268,0.0,1,0.226667,0.247,-6e-06,0.6592060000000001,19.07115,0.0069099999999999995,0.0695,0.48,0.025236,2.583671
lpv,0.0505,0.118729,2,0.333333,-0.016,-6.7e-05,0.05533300000000001,13.879678,0.0019879999999999997,0.022000000000000002,0.3,0.005618,1.017151
ecl,0.336,0.0,1,0.100334,0.469,5.3e-05,11.135182,19.113602,0.00719,0.040999999999999995,0.8026760000000001,0.035164,2.834287
lpv,0.016,0.00285,1,0.266667,-0.006,-3e-06,1.5625,15.841967000000002,0.000536,0.005,0.5966670000000001,0.0023989999999999997,1935.9123399999999
rrlyr,0.3475,0.000691,1,0.313333,-0.19899999999999998,5e-06,6.76129,16.64246,0.009672,0.1065,0.386667,0.033259,0.5429
rrlyr,0.33,0.00323,1,0.384615,-0.13,-9.8e-05,0.229136,17.47,0.010339,0.15,0.20879099999999998,0.02744,0.5370560000000001
rrlyr,0.2765,0.046075,1,0.296296,-0.02,-7e-05,4.1613370000000005,19.032809,0.008201,0.1105,0.333333,0.025230000000000002,0.278827
lpv,0.0785,0.00861,11,0.327869,0.02,-7.900000000000001e-05,0.406504,14.539694,0.00293,0.027000000000000003,0.38797800000000005,0.006948,30.756303000000003
rrlyr,0.3895,0.0,1,0.476667,-0.284,-6e-06,10.760808,16.980737,0.013600999999999999,0.1505,0.2,0.032777,0.44826499999999997
lpv,0.126,0.002114,8,0.356667,0.022000000000000002,3.4e-05,0.713558,12.899267,0.004715,0.0465,0.32,0.013025,368.49927
lpv,0.0195,0.276079,3,0.313253,0.0,-1.9e-05,0.272308,15.344535999999998,0.000634,0.0065,0.33734899999999995,0.001662,0.993613
lpv,0.013000000000000001,0.513884,3,0.27,-0.0005,1.4999999999999999e-05,0.014344999999999998,13.22605,0.000489,0.005,0.39,0.0015119999999999999,73.754267
lpv,0.0145,0.237977,1,0.336667,0.0025,6e-06,0.630564,14.59082,0.000521,0.005,0.41,0.001713,8669.96694
lpv,0.1175,0.00031600000000000004,15,0.286667,0.048,8e-06,0.033717000000000004,13.887189999999999,0.003904,0.0365,0.393333,0.010948999999999999,0.995555
lpv,0.015,0.175206,3,0.287625,0.0025,0.000585,3.3991230000000003,15.855077,0.000472,0.005,0.545151,0.00164,1.199535
rrlyr,0.21899999999999997,0.27148,1,0.286667,0.0345,-1e-06,1.940709,19.180467,0.006086,0.083,0.476667,0.026718000000000002,0.308264
lpv,1.44275,0.000215,16,0.422018,0.358,0.0009279999999999999,0.158366,14.031761,0.0623,0.7390000000000001,0.229358,0.118349,241.27260499999997
lpv,0.02625,0.43370600000000004,4,0.322148,-0.001,-1.4000000000000001e-05,0.6224069999999999,14.946201,0.000951,0.01,0.38255,0.002542,35.997391
lpv,0.0155,0.699646,2,0.329412,0.001,-2.4e-05,0.344828,13.394682000000001,0.000625,0.006,0.352941,0.001493,0.998951
lpv,0.019,0.11645799999999999,1,0.276667,0.006,-1e-06,0.071994,15.007489999999999,0.00064,0.006,0.47,0.0022660000000000002,1.054131
NonVar,0.022000000000000002,0.591888,1,0.31,0.001,1.1e-05,1.8535259999999998,16.40617,0.000657,0.006999999999999999,0.473333,0.002133,0.0733
lpv,0.0385,0.068427,4,0.33,0.01,-2e-06,0.038491000000000004,13.68561,0.001457,0.013999999999999999,0.333333,0.0038,46.829896999999995
lpv,0.22175,1.8e-05,3,0.32381,-0.129,0.000223,0.033188999999999996,14.024619,0.009247,0.07400000000000001,0.419048,0.025398,49.904508
lpv,0.1835,1e-06,6,0.386667,-0.0335,-2.7000000000000002e-05,0.031221,15.023163,0.007229000000000001,0.0915,0.246667,0.019099,103.08443199999999
rrlyr,0.124,0.037843,1,0.5,0.013999999999999999,-0.000365,0.214484,16.609,0.005034,0.0815,0.1875,0.008104,0.264565
lpv,0.214,5.6000000000000006e-05,8,0.27,0.036000000000000004,1.3000000000000001e-05,0.060588,14.4722,0.006992,0.076,0.306667,0.017527,175.17547199999998
lpv,0.0395,0.8217639999999999,2,0.31304299999999996,0.001,-2.2e-05,0.012325,13.831435,0.0014269999999999999,0.013000000000000001,0.347826,0.0034700000000000004,15.96783
rrlyr,0.3325,0.0,2,0.43776800000000005,-0.191,1.2e-05,0.608557,16.466510999999997,0.012190000000000001,0.146,0.197425,0.026642000000000002,0.49467700000000003
lpv,0.012,0.294914,3,0.311475,-0.0025,1e-06,0.31211,13.276645000000002,0.000519,0.005,0.459016,0.001808,147.161169
lpv,0.2345,0.0,13,0.365385,-0.0315,-0.000102,0.246373,13.944519,0.0091,0.09,0.31153800000000004,0.018715,88.507243
lpv,0.0265,5.4000000000000005e-05,8,0.25,0.006,-2e-06,0.056834,13.424427,0.000938,0.006999999999999999,0.523333,0.002905,1.001039
lpv,0.013000000000000001,0.0067670000000000004,12,0.286667,-0.005,8e-06,1.716247,13.266287,0.0005070000000000001,0.0045,0.5,0.0016579999999999998,12.306108
lpv,0.1985,0.001519,5,0.353333,0.052000000000000005,-5.4000000000000005e-05,0.066498,13.71406,0.007915,0.085,0.293333,0.018444,46.719803000000006
lpv,0.03,0.015052000000000001,3,0.343333,-0.004,-2.3e-05,0.192369,14.362923,0.001142,0.0115,0.443333,0.0036200000000000004,2782.6844
NonVar,0.016,0.037006,1,0.301003,0.002,-3e-06,1.266892,15.538885999999998,0.000505,0.005,0.49163900000000005,0.001673,1.014584
lpv,0.0225,0.432458,7,0.33,0.003,-1.4000000000000001e-05,0.21834099999999998,14.057620000000002,0.000817,0.008,0.416667,0.002561,2184.08475
lpv,0.0395,0.07244199999999999,2,0.325,0.004,2.6000000000000002e-05,0.021315,14.209838000000001,0.001471,0.0155,0.3,0.003766,0.330438
lpv,0.2375,0.0,14,0.406667,-0.0165,7.8e-05,0.9433959999999999,15.092773000000001,0.009368000000000001,0.12,0.23666700000000002,0.019571,338.184106
ecl,0.053,0.0,1,0.15,0.071,6e-06,2.247191,16.600597,0.001557,0.008,0.63,0.006027,1.140895
lpv,0.0165,0.04485,1,0.32,0.001,0.0,0.368189,14.620926999999998,0.000598,0.005,0.556667,0.002736,35.267224
lpv,0.0185,0.224701,6,0.304348,0.0025,-2.2e-05,0.457596,15.327525,0.00059,0.006,0.48829399999999995,0.002479,0.9348049999999999
ecl,0.135,0.0,1,0.36,0.067,1.3000000000000001e-05,2.220727,18.081917,0.004307,0.0565,0.31,0.010824,22.668461999999998
lpv,0.028999999999999998,0.066548,4,0.296667,0.006,-1.4999999999999999e-05,1.288245,13.580317,0.00109,0.009000000000000001,0.456667,0.003829,198.266859
ecl,0.042,0.0,2,0.141414,0.062,1e-06,12.121212,15.135214999999999,0.0013289999999999999,0.008,0.848485,0.009054000000000001,1383.4747320000001
lpv,0.0275,0.028232,2,0.258537,-0.008,4e-06,0.990099,13.049555999999999,0.001047,0.009000000000000001,0.434146,0.0033710000000000003,187.63409199999998
lpv,0.06875,0.013387,2,0.380282,0.025,-1.7e-05,0.018721,13.919944000000001,0.002663,0.024,0.408451,0.005895,0.280529
NonVar,0.016,0.0019,1,0.273333,0.001,5e-06,1.125469,14.727703,0.0005769999999999999,0.005,0.646667,0.002376,227.382106
lpv,0.023,0.08375,2,0.31,-0.004,0.0,1.232394,13.509286999999999,0.0008300000000000001,0.006999999999999999,0.453333,0.002591,20.739335999999998
lpv,0.0965,0.0,29,0.363333,-0.092,-6.3e-05,0.61553,14.4821,0.0038009999999999997,0.0315,0.463333,0.011859999999999999,643.322018
rrlyr,0.3375,6.500000000000001e-05,1,0.363333,-0.109,3.2e-05,9.639498,16.786027,0.010466,0.131,0.286667,0.028739999999999998,0.521809
lpv,0.01775,0.24024600000000002,2,0.34821399999999997,0.0045,-1.4000000000000001e-05,0.009484000000000001,13.636214,0.000698,0.006999999999999999,0.383929,0.0016870000000000001,0.509358
lpv,0.0225,0.08002999999999999,2,0.343333,0.005,2e-06,0.018466,14.947682999999998,0.0007769999999999999,0.009000000000000001,0.366667,0.0023420000000000003,22.505032
ecl,0.26,0.0,1,0.213333,0.3755,-6e-06,0.5501199999999999,17.643883,0.008672,0.055,0.533333,0.02805,0.400393
ecl,0.0525,2e-05,1,0.351171,0.015,2.4e-05,2.842377,15.896679,0.001819,0.02,0.44147200000000003,0.006103,2616.062292
lpv,0.1145,0.0,14,0.377246,0.08800000000000001,-0.000152,0.546822,14.43503,0.004471,0.044000000000000004,0.371257,0.011441,532.34794
ecl,0.1865,0.136251,1,0.3,0.06,-1e-05,0.23138000000000003,19.192273,0.005272,0.0655,0.53,0.019416,2.6872279999999997
lpv,0.0285,0.12023900000000001,2,0.31,0.004,-9e-06,0.093249,15.150473000000002,0.0009550000000000001,0.009000000000000001,0.476667,0.002838,20.677072
lpv,0.1615,0.17696900000000002,6,0.326667,0.015,-2.2e-05,0.611621,14.163739999999999,0.006124,0.0595,0.406667,0.016738,46.665684999999996
rrlyr,0.1235,0.0,1,0.486667,0.028999999999999998,8e-06,2.0065169999999997,15.61485,0.005254,0.0785,0.196667,0.009709,0.435989
lpv,0.0475,0.313645,5,0.363333,-0.001,0.0,0.021381999999999998,14.34966,0.001741,0.019,0.39,0.00446,433.857503
lpv,0.00875,0.218822,2,0.280423,0.0025,-2e-06,0.062702,13.271519,0.000356,0.003,0.396825,0.001206,25.01631
rrlyr,0.37200000000000005,0.0,1,0.413333,-0.21,1.4999999999999999e-05,0.605536,18.886120000000002,0.011013,0.1385,0.306667,0.026987,0.470325
lpv,0.022000000000000002,0.250753,4,0.338624,0.001,1.4999999999999999e-05,0.154143,13.802914999999999,0.0008710000000000001,0.009000000000000001,0.343915,0.002246,20.409213
lpv,0.0395,0.117879,2,0.33,0.009000000000000001,1e-05,0.298607,14.982717000000001,0.001408,0.013999999999999999,0.406667,0.004272,18.433863
lpv,0.021,0.047553,2,0.323333,0.008,-8e-06,0.409165,13.5424,0.000825,0.006999999999999999,0.466667,0.0033229999999999996,440.230933
lpv,0.23675,0.0,14,0.344262,-0.059000000000000004,0.000359,0.735294,14.42429,0.009343,0.077,0.311475,0.020388,98.854749
lpv,0.013000000000000001,0.623926,1,0.311688,-0.001,-1.9e-05,0.13980399999999998,15.373494,0.000505,0.005,0.441558,0.0015609999999999999,14.362815
lpv,0.0415,0.00159,1,0.313725,0.027000000000000003,1.2e-05,0.038584,12.960333,0.001791,0.013999999999999999,0.43137299999999995,0.006483,0.271768
lpv,0.0145,0.027993999999999998,1,0.273333,0.0085,-4e-06,0.31055900000000003,13.732467000000002,0.0005769999999999999,0.005,0.563333,0.002039,1425.99095
lpv,0.2555,0.0,21,0.4,-0.252,0.000126,0.441014,14.38591,0.011427,0.1215,0.23666700000000002,0.035158999999999996,161.409564
lpv,0.043,0.034381,1,0.336634,-0.0125,-2.6000000000000002e-05,0.022106999999999998,13.732545000000002,0.00179,0.017,0.35643600000000003,0.005824,21.053449
rrlyr,0.226,0.000342,1,0.37792600000000004,0.057999999999999996,-5e-06,6.133979,19.028913,0.006659999999999999,0.105,0.317726,0.020238,0.653828
ecl,0.0835,0.0,1,0.306667,0.044000000000000004,4e-06,0.097721,18.011517,0.002416,0.027999999999999997,0.446667,0.009720999999999999,4.439903
rrlyr,0.3025,4e-06,1,0.37333299999999997,0.003,-1.1e-05,2.876712,18.82665,0.009243000000000001,0.1485,0.25,0.023071,0.611675
lpv,0.01375,0.160248,1,0.294118,0.008,-5e-06,0.013305,13.322049,0.0005269999999999999,0.0055,0.313725,0.001464,0.9951450000000001
ecl,0.2645,0.0,1,0.21,0.221,-1.4000000000000001e-05,0.308924,19.238737,0.006464,0.064,0.55,0.026542000000000003,0.871092
rrlyr,0.1445,0.053005,1,0.333333,0.006,0.0,3.3269349999999998,18.504732999999998,0.004229999999999999,0.0565,0.37,0.012562,0.391958
lpv,0.01375,0.176209,1,0.293333,-0.0005,-3e-06,0.195771,15.897373000000002,0.000437,0.005,0.413333,0.001384,1.007601
lpv,0.0255,0.064313,2,0.31,0.002,-1.4000000000000001e-05,4.30622,15.251586999999999,0.000875,0.009000000000000001,0.483333,0.0028190000000000003,505.73094000000003
lpv,0.0135,0.000269,1,0.29097,0.0045,6e-06,5.757576,15.592485,0.000472,0.005,0.47157200000000005,0.001924,220.59348500000002
ecl,0.42700000000000005,0.0,1,0.133779,0.7609999999999999,-1e-05,1.055606,19.560942999999998,0.010892,0.084,0.762542,0.059134000000000006,2.529572
lpv,0.0425,2.3e-05,4,0.302083,0.028999999999999998,-4.4e-05,0.017707,12.502156,0.001778,0.012,0.385417,0.0052,27.45771
lpv,0.1465,0.016194,7,0.36633699999999997,-0.026000000000000002,-0.00014099999999999998,0.167473,12.377446,0.006618000000000001,0.073,0.316832,0.015826,1.004959
lpv,0.025,0.051740999999999995,3,0.35,-0.003,9e-06,0.014746,14.0433,0.000999,0.01,0.38,0.002777,34.362472
rrlyr,0.3615,0.0,1,0.42140500000000003,-0.18,-4.6e-05,19.420156,18.700679,0.010839,0.14300000000000002,0.22073600000000002,0.026619999999999998,0.544349
lpv,0.01725,0.328201,2,0.29078000000000004,-0.001,-8e-06,0.177541,14.276489000000002,0.000593,0.005,0.40425500000000003,0.0018210000000000001,0.994835
lpv,0.031,0.13056700000000002,2,0.330357,0.0115,-1e-06,0.02078,13.271241,0.001266,0.0115,0.375,0.0035039999999999997,212.60152200000002
lpv,0.0615,0.0,6,0.412088,-0.0045,6e-06,0.589102,13.600725,0.002807,0.0355,0.148352,0.005109000000000001,29.330531
lpv,0.0395,0.036308,3,0.31666700000000003,-0.0135,-2.8999999999999997e-05,0.395928,13.92094,0.001444,0.013000000000000001,0.403333,0.0040939999999999995,21.053729999999998
t2cep,0.43,0.0,4,0.353333,0.22699999999999998,-1.2e-05,4.640884,12.189717,0.019274,0.1665,0.326667,0.054721000000000006,33.175067999999996
lpv,0.1275,0.045486,8,0.373737,0.01,5.9999999999999995e-05,0.027736,13.286172,0.005477,0.046,0.343434,0.01137,88.029286
lpv,0.0825,0.000778,4,0.35,-0.012,1.1e-05,0.318269,14.122557,0.002918,0.027999999999999997,0.443333,0.009839,33.151234
lpv,0.0725,0.051489,4,0.34,-0.013000000000000001,-4.9e-05,7.407407000000001,13.475673,0.002769,0.027000000000000003,0.353333,0.007195999999999999,28.464515000000002
lpv,0.4105,0.039370999999999996,7,0.346667,0.094,-4.8e-05,0.45082,13.972010000000001,0.015083000000000001,0.15,0.336667,0.038165,45.173955
lpv,0.0195,0.05584,3,0.353333,0.002,1e-05,2.108434,15.227667000000002,0.00067,0.006999999999999999,0.45,0.00197,0.996325
lpv,0.0295,0.28696900000000003,3,0.31666700000000003,-0.001,1.2e-05,0.015509,14.973467000000001,0.000978,0.01,0.37,0.002605,0.999501
lpv,0.0125,0.000669,6,0.273333,0.002,-2.4e-05,0.26660700000000004,15.168273000000001,0.000404,0.004,0.476667,0.0013189999999999999,1.091849
lpv,0.013000000000000001,0.047177,1,0.303333,0.0025,-2e-06,0.088849,14.214917000000002,0.00046699999999999997,0.004,0.553333,0.0018989999999999999,16.794981
rrlyr,0.34600000000000003,0.12097999999999999,1,0.394558,0.006,-3.5e-05,6.303186,18.734197,0.010372,0.157,0.29932,0.024278,0.647528
lpv,0.0475,1e-06,6,0.333333,0.0205,3e-06,0.401376,14.051060000000001,0.001757,0.016,0.406667,0.005125,506.037064
lpv,0.0155,0.100439,16,0.293333,0.001,-1.3000000000000001e-05,0.5230130000000001,14.92245,0.000539,0.005,0.436667,0.001675,0.9968090000000001
lpv,0.024,0.009252,3,0.290323,0.0215,3.4e-05,0.10638900000000001,13.163618,0.001086,0.009000000000000001,0.516129,0.004027,17.40265
lpv,0.0105,0.284536,1,0.3125,0.0005,-1.2e-05,0.589102,12.879256,0.00044699999999999997,0.004,0.4125,0.0016309999999999999,1.380082
lpv,0.013999999999999999,0.35024,1,0.328571,0.0,8e-06,0.087822,15.446543,0.00047300000000000006,0.0045,0.414286,0.00123,0.9286969999999999
lpv,0.0175,0.040155,4,0.346667,0.006999999999999999,-4e-06,1.112288,15.378582999999999,0.00061,0.006999999999999999,0.43333299999999997,0.002146,0.9710850000000001
lpv,0.032,0.019075,2,0.283333,0.009000000000000001,-1.4999999999999999e-05,0.073883,13.80464,0.001163,0.011000000000000001,0.49333299999999997,0.004854,8873.95488
lpv,0.0725,0.0018170000000000003,6,0.289017,-0.0185,-4.2e-05,0.08010700000000001,14.159931,0.0025050000000000003,0.021,0.43930600000000003,0.0074129999999999995,1.000664
ecl,0.266,0.0,1,0.13,0.349,1.1e-05,0.45011599999999996,18.733117,0.006823,0.0405,0.723333,0.03172,1.5473459999999999
lpv,0.06675,0.32413400000000003,6,0.304348,-0.003,-2.5e-05,0.057326,15.510442999999999,0.0021449999999999998,0.024,0.443478,0.006254,667.275135
lpv,0.0215,0.000348,12,0.336667,-0.0035,0.000442,2.309469,14.361313,0.0007700000000000001,0.006,0.446667,0.00195,12.203783999999999
rrlyr,0.3435,0.0,1,0.406667,-0.233,1.7e-05,1.857996,15.827773,0.012669,0.1295,0.27,0.031831,0.507253
lpv,0.0155,0.01596,2,0.32,0.004,-3e-06,2.112676,13.448457000000001,0.000597,0.005,0.45,0.0017100000000000001,1.0669389999999999
ecl,0.092,0.398652,2,0.322148,0.036000000000000004,-1.3000000000000001e-05,0.098352,18.235027,0.002606,0.034,0.42953,0.007568000000000001,56.775041
lpv,0.022000000000000002,0.266617,2,0.33,0.0015,-1.4000000000000001e-05,0.358102,14.036183,0.000866,0.009000000000000001,0.45,0.002779,4299.47454
lpv,0.0165,0.27164699999999997,2,0.293333,0.0015,-1e-06,0.009376,15.25619,0.000541,0.006,0.386667,0.001639,578.920983
lpv,1.0590000000000002,0.0,17,0.413333,-0.47700000000000004,-0.00046100000000000004,0.423729,14.615597,0.043259,0.4975,0.23666700000000002,0.093706,330.800959
lpv,0.055,0.16205,3,0.338235,-0.003,2e-06,0.091501,12.607858,0.002366,0.023,0.362745,0.007615,24.580362
lpv,0.024,0.818014,4,0.323333,-0.003,7.000000000000001e-06,0.024322,15.528863000000001,0.000795,0.0085,0.413333,0.002189,1.001026
lpv,0.0335,0.576092,2,0.303333,-0.0005,-1.3000000000000001e-05,2.957486,13.555907000000001,0.0011769999999999999,0.011000000000000001,0.386667,0.003319,17.301584
lpv,0.2275,0.0006940000000000001,7,0.38,-0.001,-1.8e-05,0.018028,14.122523000000001,0.00921,0.094,0.293333,0.01957,215.82646400000002
cep,0.11800000000000001,0.0,2,0.456667,-0.0245,2.4e-05,1.452785,15.51944,0.0049759999999999995,0.0685,0.216667,0.008695999999999999,2.938328
rrlyr,0.3235,0.0,1,0.403333,-0.079,1.6e-05,6.788079,18.583723000000003,0.009802,0.1445,0.24,0.022125,0.582685
rrlyr,0.3115,0.00015,1,0.354515,-0.11699999999999999,0.000149,13.228345999999998,18.800579,0.00911,0.121,0.397993,0.024279,0.541773
rrlyr,0.1375,0.0,1,0.4,0.0345,7.000000000000001e-06,2.292576,15.859463,0.005294,0.0705,0.183333,0.012017,0.608472
lpv,0.12025,0.009643,3,0.41121499999999994,-0.055,-1e-05,0.28768699999999997,11.933318,0.005661,0.055,0.308411,0.01566,96.59264499999999
ecl,0.1315,0.0,1,0.25666700000000003,0.0975,1.9e-05,1.9304150000000002,18.292763,0.0034869999999999996,0.031,0.506667,0.011981,0.509975
lpv,0.1595,0.036061,5,0.385321,-0.091,-3.9e-05,0.06165,13.327760999999999,0.006999999999999999,0.078,0.33945,0.020538,794.399558
lpv,0.027999999999999997,0.117559,3,0.313333,0.005,-1e-05,0.24199600000000002,13.900393,0.001015,0.009000000000000001,0.466667,0.00295,1067.4697199999998
lpv,0.032,0.284017,2,0.276667,-0.001,4e-06,0.019851,14.924570000000001,0.001088,0.01,0.553333,0.004422,0.997733
lpv,0.03,0.003503,2,0.323333,0.013000000000000001,-7.000000000000001e-06,0.016679,15.008217000000002,0.001053,0.011000000000000001,0.336667,0.002999,22.816434
lpv,0.0275,0.0,8,0.26209699999999997,-0.025,2.5e-05,2.0280810000000002,13.227229999999999,0.00125,0.009000000000000001,0.6209680000000001,0.005441,41.185145
lpv,0.0195,0.06627899999999999,3,0.286667,-0.001,-1e-06,0.7591439999999999,15.234463,0.000659,0.006999999999999999,0.426667,0.0021,285.975158
lpv,0.07025,0.306807,4,0.352381,0.008,-0.00010700000000000001,0.055813999999999996,12.403657,0.003153,0.028999999999999998,0.257143,0.00645,242.743391
NonVar,0.023,0.63249,1,0.331104,0.0,-7.000000000000001e-06,1.689775,16.135398000000002,0.000727,0.008,0.41806000000000004,0.0019210000000000002,52.005857
lpv,1.1,0.0,9,0.257732,1.479,0.00015800000000000002,0.081838,12.459093,0.049427,0.33299999999999996,0.371134,0.171519,335.09604
ecl,0.2695,0.0,1,0.123333,0.47700000000000004,-1.4000000000000001e-05,0.581178,17.17641,0.008226,0.015,0.816667,0.031889,0.930894
lpv,0.0185,0.024395,7,0.283333,0.004,9e-06,0.445511,14.238407,0.000604,0.005,0.44,0.001686,48.546512
lpv,0.0145,0.291141,2,0.346667,0.002,6e-06,0.21834099999999998,13.903047,0.0005549999999999999,0.005,0.436667,0.0019420000000000001,1029.247128
lpv,0.0285,0.000696,3,0.346535,-0.0085,-4e-05,0.096846,13.385860999999998,0.001224,0.013000000000000001,0.23762399999999997,0.002763,0.953693
lpv,0.0165,0.28285,2,0.33,0.0005,5e-06,0.025471,14.984589999999999,0.000543,0.005,0.43333299999999997,0.0017350000000000002,18.074451
lpv,0.0675,0.073798,4,0.323333,-0.018000000000000002,-1.9e-05,0.15933699999999998,13.368913000000001,0.002623,0.0235,0.37333299999999997,0.007442,384.306386
lpv,0.0135,0.082595,2,0.375,-0.004,1.4999999999999999e-05,0.039036,14.84975,0.000529,0.006,0.319444,0.001347,0.350127
lpv,0.017,0.012124,3,0.333333,0.005,-6e-06,0.242351,15.072370000000001,0.000611,0.0065,0.396667,0.002156,1926.93004
lpv,0.1445,0.010637,4,0.243333,-0.01,-5.2000000000000004e-05,0.515844,14.337432999999999,0.004508,0.043,0.413333,0.013602000000000001,624.4050599999999
lpv,0.016,0.000297,2,0.30303,-0.009000000000000001,-1.9e-05,0.5740529999999999,12.918505,0.000604,0.004,0.44444399999999995,0.001935,1.0603879999999999
rrlyr,0.252,0.0,1,0.366667,-0.19699999999999998,2.6000000000000002e-05,3.1541,16.000867,0.008199,0.09300000000000001,0.3,0.025491999999999997,0.5394909999999999
lpv,0.02025,0.897975,3,0.376812,0.005,-0.00010400000000000001,0.022763,15.127970999999999,0.000699,0.008,0.333333,0.0017850000000000001,335.65362000000005
lpv,0.023,0.787519,2,0.29,-0.0025,6e-06,0.041505,13.55044,0.0008060000000000001,0.006999999999999999,0.46,0.0021030000000000003,21.063827
lpv,0.192,0.0,8,0.366667,-0.11,-2.8999999999999997e-05,0.032332,14.63618,0.007311,0.0785,0.393333,0.023002,0.998808
lpv,0.0235,0.006047,1,0.33,0.01,-1e-06,0.715859,15.232532999999998,0.000807,0.008,0.403333,0.002364,0.332636
